filename,url,data ink ratio,Number of distinct colors,Density,HR,FAR,Entropy,Feature congestion,meanH,meanS,meanV,colorfulness4,Number of edges,score,coarseness,contrast,directionality,0,L,C,H
v484_n7392_14_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v484_n7392_14_f3.png,1,1,1,80.95,1.04,1.75,4.64,0.119,0.0105,0.9034,17.19,3.29,3.19,3.55,0.04,0.33,96,90.35920118,0.202419189,338.5744993
vis416.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis416.png,3,2,3,79.07,0.99,6.5,7.5,0.2119,0.3976,0.4291,14.25,7.74,3.14,3.71,0.09,0.32,171,41.18042713,17.35863435,119.2077965
visMost745.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost745.png,3,2,2,77.78,0.96,6.16,3.2,0.5962,0.1065,0.7722,15.18,7.16,3.11,4.21,0.01,0.27,245,74.47506653,6.978173698,270.5817886
v489_n7416_4_f6.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v489_n7416_4_f6.png,1,2,1,77.65,1,2.15,4,0.1368,0.1081,0.9321,16.45,2.54,3.09,3.45,0.04,0.3,149,89.60439747,3.663253335,20.36536718
economist_daily_chart_46.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_46.png,2,2,2,72.83,0.97,3.49,5.32,0.0869,0.0758,0.9167,15.4,6.42,2.95,3.89,0.02,0.27,35,90.643268,2.348317949,244.1559247
visMost673.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost673.png,1,1,2,73.17,1.05,4.12,6.75,0.2696,0.0746,0.9149,11.53,9.1,2.93,3.57,0.02,0.28,242,88.4331826,5.442516546,270.209035
v488_n7411_9_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7411_9_f1.png,3,3,1,71.91,0.98,5.76,4.57,0.2231,0.4943,0.8691,12.14,4.89,2.91,4.41,0.06,0.31,134,76.98240571,20.25798662,86.80450899
wsj264.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj264.png,3,3,3,80.46,2.11,7.38,3.69,0.2405,0.3261,0.4069,14.51,6.23,2.89,4.15,0.05,0.28,352,37.77303369,9.058249436,80.44509225
wsj536.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj536.png,3,3,3,80.52,2.15,6.65,3.2,0.2318,0.1811,0.5246,10.59,6.79,2.88,4.26,0.06,0.3,382,50.78708384,7.619560404,95.12312843
visMost83.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost83.png,1,2,1,70,0.94,6.68,6.78,0.1358,0.1908,0.6935,14.93,8.33,2.87,3.64,0.06,0.36,250,69.42965263,11.74141183,99.55978189
vis67.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis67.png,3,2,2,77.01,2.11,3.15,5.57,0.1766,0.3135,0.8157,16.38,4.8,2.77,3.92,0.08,0.28,182,80.04955,29.08832226,114.4934952
vis684.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis684.png,2,1,1,77.11,2.13,6.97,2.07,0,0,0.3203,16.76,7.92,2.77,4.02,0.03,0.33,185,44.71887849,0.002704035,117.8141532
v490_n7420_23_f5.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7420_23_f5.png,2,3,1,66.67,1.03,1.81,4.59,0.0678,0.0524,0.9649,16.99,3.63,2.75,3.15,0.01,0.33,160,94.97460211,1.442923571,54.7128768
visMost217.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost217.png,3,2,1,76.47,2.11,3.26,6.75,0.4243,0.3124,0.8275,11.79,5.52,2.75,4.03,0.06,0.29,205,75.41941019,3.472668586,43.95533963
wsj299.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj299.png,2,3,3,76.54,2.2,5.51,4.6,0.4228,0.3177,0.3031,9.1,6.15,2.74,3.98,0.09,0.31,361,24.8581026,6.246430812,330.4492094
visMost55.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost55.png,3,3,2,65.06,1.05,3.99,4,0.1234,0.6577,0.766,18.65,5.84,2.69,3.62,0.04,0.32,235,62.70571693,49.94412845,78.29090255
np_21.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/np_21.png,3,2,3,73.81,2.04,3.47,8.46,0.0698,0.0759,0.8747,15.92,11.03,2.68,3.58,0.05,0.29,54,86.89356432,1.400206626,163.7271759
wsj129.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj129.png,3,3,3,72.94,1.96,5.24,5.61,0.17,0.1035,0.8485,15.7,7.05,2.67,3.88,0.03,0.3,333,83.13516512,6.76823353,87.19431166
visMost215.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost215.png,3,3,3,80.68,3.96,7.04,9.73,0.2218,0.2432,0.6398,12.72,14.33,2.62,3.27,0.04,0.27,204,61.77669187,10.90876308,98.05125975
visMost523.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost523.png,1,1,2,87.21,7.37,6.18,3.35,0.3254,0.2648,0.1566,9.21,9.19,2.59,4.06,0.02,0.28,230,14.09955188,4.896174115,175.6076323
visMost526.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost526.png,3,3,3,70.45,2.06,7.22,6.09,0.3703,0.3872,0.6599,8.88,7.69,2.58,4.1,0.12,0.3,231,59.5915379,10.07292397,97.99103895
v490_n7419_7_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7419_7_f4.png,3,3,1,75.61,3.16,3.85,4.12,0.3752,0.3742,0.745,8.99,4.62,2.55,4.21,0.13,0.31,158,60.25290242,26.08661866,296.6858467
visMost82.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost82.png,2,3,1,68.18,1.92,2.84,4.27,0.1299,0.2098,0.949,16.33,6.27,2.54,3.56,0.01,0.34,249,88.06709981,12.59426545,71.40787684
wsj104.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj104.png,1,1,2,81.4,5,6.51,5.64,0.3018,0.1114,0.8224,10.05,7.44,2.54,3.9,0.03,0.24,329,81.23382246,6.283132818,88.33391269
wsj52.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj52.png,2,2,2,77.66,4,3.35,4.32,0.1301,0.6979,0.9291,24.24,4.48,2.51,3.91,0.02,0.27,378,78.98897283,63.16785867,84.75999933
visMost705.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost705.png,2,3,1,71.11,3.03,4.5,3.96,0.1557,0.0764,0.9464,15.75,8.4,2.43,3.57,0,0.29,243,93.42124164,5.365496667,96.82383819
economist_daily_chart_268.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_268.png,3,3,1,70.79,3.09,2.44,3.79,0.5629,0.1845,0.8971,13.5,3.3,2.41,3.72,0.02,0.3,18,83.52690168,3.634046214,356.9144142
v488_n7410_13_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7410_13_f4.png,1,1,1,91.86,15.46,3.39,5.69,0.0586,0.0639,0.7956,17.48,5.62,2.41,3.85,0.06,0.32,131,78.9376141,3.374347024,67.40167585
vis286.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis286.png,3,1,1,65.12,2.15,3.45,2.82,0.0374,0.0053,0.5569,16.98,11.23,2.41,3.83,0,0.29,165,58.85275123,0.222451325,200.7729547
vis512.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis512.png,2,2,3,74.19,4.04,6.83,9.92,0.0809,0.8015,0.5321,16.16,9.96,2.4,3.25,0.06,0.28,175,40.74099754,38.6611469,61.87182097
vis729.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis729.png,3,1,2,61.8,1.94,3.97,6.18,0.3811,0.3064,0.7611,9.87,5.74,2.37,3.63,0.08,0.3,188,70.88386314,13.13289749,227.4135085
visMost54.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost54.png,3,2,3,72.94,3.96,5.35,4.45,0.5267,0.7319,0.256,12.8,8.39,2.37,3.61,0.05,0.23,233,19.18871008,3.991653762,323.2939247
vis109.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis109.png,2,1,2,61.36,2,2.39,3.01,0.2311,0.5922,0.7931,16.35,5.18,2.34,3.93,0.01,0.29,161,76.32046013,61.69072586,121.7413691
vis250.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis250.png,1,2,2,85.71,10.2,3.66,3.24,0.5521,0.7556,0.2625,15.12,4.36,2.34,3.99,0.02,0.3,163,16.07317521,14.45870635,288.8565165
vis850.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis850.png,2,1,1,62.35,2.2,2.16,3,0.5332,0.6474,0.8877,17.13,4.72,2.33,4.03,0,0.33,193,73.69011928,33.53818204,228.5099849
whoL11.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoL11.png,2,2,1,79.49,6.67,4.81,3.95,0.508,0.5865,0.4787,11.56,7.67,2.32,4.11,0.07,0.3,294,33.30047577,30.36873756,302.6573553
wsj184.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj184.png,3,2,3,49.43,1.03,5.96,5.33,0.1895,0.4988,0.6307,15.95,8.13,2.3,3.8,0.03,0.32,342,62.96911089,41.19855614,112.6893251
vis386.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis386.png,2,3,3,76.67,6.12,5.42,8.5,0.058,0.1085,0.7625,16.43,11.69,2.27,3.66,0.09,0.31,168,74.18925842,4.462367363,55.52102652
whoN33.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN33.png,1,1,1,48.28,1.04,2.16,2.7,0.0579,0.0322,0.9093,18,2.11,2.27,3.59,0.01,0.28,307,90.72112698,2.174844976,73.7260955
v489_n7414_20_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v489_n7414_20_f1.png,2,2,2,47.19,1.01,6.72,4.56,0.4856,0.4882,0.561,11.21,5.63,2.25,3.95,0.02,0.28,142,42.1006113,17.51865291,308.1478443
visMost108.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost108.png,3,3,2,65.43,3.23,6.49,3.93,0.1434,0.2064,0.8469,15.82,4.85,2.24,4.43,0.04,0.28,198,82.05835955,9.371904711,91.3130622
visMost623.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost623.png,3,3,2,77.17,6.8,5.38,4.77,0.5803,0.569,0.5972,11.64,6.55,2.24,4.13,0.04,0.27,238,40.97530234,32.00487323,322.2303538
visMost282.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost282.png,3,3,2,80,8.24,3.23,2.27,0.7135,0.7042,0.3504,14.99,4.07,2.23,3.84,0.01,0.29,216,19.61733477,31.7038486,315.5516071
v487_n7406_13_f5.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7406_13_f5.png,2,3,2,55.68,1.89,2.84,5.06,0.1275,0.0406,0.9295,16.16,6.95,2.22,4.05,0.02,0.29,126,92.20712627,1.126565146,62.53695969
np_48.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/np_48.png,1,1,1,65.96,3.74,2.76,7.54,0.2164,0.2612,0.9099,11.52,6.7,2.19,4.11,0.07,0.27,55,83.98359455,12.10694717,269.8330684
wsj233.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj233.png,2,2,2,86.52,14.29,5.43,6.27,0.1265,0.2411,0.8685,16.53,8.27,2.17,3.91,0.03,0.28,348,82.12502801,18.31578473,82.9371244
economist_daily_chart_521.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_521.png,1,2,1,70.89,5.38,2.19,4.07,0.5594,0.1162,0.8831,16.64,4.76,2.16,3.92,0.01,0.32,44,85.53066816,5.774887945,241.6871989
economist_daily_chart_493.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_493.png,2,3,2,60.23,3.06,4.95,5.96,0.3959,0.1194,0.8572,9.84,8.21,2.13,3.84,0.01,0.29,40,83.6779517,3.502547245,113.4303258
wsj557.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj557.png,3,2,3,66.28,4.4,6.95,3.98,0.191,0.1623,0.3043,15.64,8.05,2.13,4.06,0.03,0.29,387,29.59893506,5.759000455,74.41603838
np_7.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/np_7.png,3,2,2,72.09,6.19,5.45,7.37,0.2073,0.1865,0.8429,12.2,12.51,2.12,3.55,0.06,0.3,56,77.1703701,8.275311944,21.41322771
v486_n7404_6_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v486_n7404_6_f1.png,1,2,1,82.8,12.12,4.45,3.78,0.4422,0.4583,0.7234,16.54,5.7,2.12,4.43,0.14,0.31,119,59.33814762,28.9898898,34.51863253
wsj441.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj441.png,2,2,1,71.43,6.06,3.81,4.6,0.1244,0.1585,0.8964,17.19,4.83,2.12,3.91,0.03,0.27,370,84.64523061,11.3127974,63.43258529
wsj147.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj147.png,1,3,2,71.26,6.19,6.44,4.67,0.3757,0.3824,0.3742,9.81,9.62,2.1,3.88,0.07,0.29,336,30.00909092,13.87462989,45.61446671
wsj297.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj297.png,1,2,2,67.42,5,4.38,4.45,0.4852,0.0913,0.8755,11.99,6.28,2.1,4.02,0.03,0.28,360,85.26635775,1.847468533,105.0186691
vis708.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis708.png,3,1,3,73.26,7.07,7.53,5.42,0.0263,0.0104,0.3141,16.2,9.98,2.09,3.68,0.04,0.29,187,32.6292623,0.065681561,70.24232683
wsj395.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj395.png,2,1,2,68.83,5.49,3.64,5.38,0.1272,0.0915,0.916,17.37,6.23,2.09,3.83,0.01,0.28,368,90.30348773,7.540191119,97.40230088
wsj10.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj10.png,2,2,2,72.94,7.07,6.37,6.35,0.1472,0.3103,0.8758,16.18,9.95,2.08,3.77,0.02,0.28,328,82.86946055,27.8007213,91.89296466
wsj226.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj226.png,3,3,3,63.22,4.04,6.72,4.83,0.2876,0.243,0.8425,10.61,6.26,2.08,4.06,0.02,0.3,347,80.67309113,15.05646014,94.17390326
vis399.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis399.png,1,3,1,76.04,8.65,2.68,5.26,0.1294,0.0182,0.9695,15.87,12.24,2.07,2.98,0,0.27,169,96.48642251,0.364515323,26.91176819
wsj20.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj20.png,2,3,2,73.91,7.69,3.48,4.2,0.3136,0.0902,0.8607,16.38,6.67,2.07,3.93,0.01,0.3,343,85.35211911,8.68911169,134.2677746
visMost545.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost545.png,2,1,2,73.63,7.69,5.41,3.9,0.5197,0.7803,0.9531,16.04,6.99,2.06,4.05,0.01,0.3,234,73.46456101,37.8472226,246.2483299
vis625.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis625.png,3,1,1,85.19,15.62,3.26,5.1,0.2236,0.0906,0.8009,11.62,6.1,2.05,3.97,0.08,0.3,179,78.78461753,3.425089948,249.8828062
visMost387.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost387.png,2,3,1,78.82,10.53,5.3,3.09,0.1524,0.7818,0.545,11.9,10.81,2.05,3.89,0.03,0.31,222,41.14907612,38.33155619,66.05466893
vis697.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis697.png,3,1,2,63.83,4.59,6.45,3.14,0.0047,0.0198,0.1636,16.8,10.72,2.04,3.79,0.02,0.28,186,15.60581405,1.353708166,35.08283052
vis630.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis630.png,3,2,2,48.91,2,2.44,5.23,0.1564,0.1311,0.902,13.31,4.34,2.03,3.13,0.03,0.3,180,87.36674309,0.752151204,262.9119941
v490_n7419_11_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7419_11_f1.png,3,3,3,56.47,3.19,6.1,6.61,0.36,0.3359,0.7689,9.17,11.51,2.02,3.74,0.08,0.3,154,70.64063489,4.969058478,224.1686437
whoL09.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoL09.png,2,1,2,48.86,2.04,1.29,4.63,0,0.0001,0.9594,17.95,4.13,2.02,2.97,0.01,0.29,292,96.1069486,0.005400808,88.01766046
wsj553.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj553.png,3,3,2,74.07,8.42,4.55,4.11,0.13,0.1485,0.9018,17.04,4.96,2.02,4.13,0.03,0.29,386,86.05197506,9.150597671,64.21534405
v483_n7390_21_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7390_21_f4.png,1,2,1,64.52,5.05,2.6,4.9,0.1437,0.0365,0.9379,15.12,3.66,2.01,3.47,0.02,0.28,91,92.80537371,1.614588193,271.2853651
v490_n7418_14_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7418_12_f1.png,1,1,1,54.65,2.94,1.71,5.29,0.0658,0.0048,0.9429,17.88,4.19,2.01,3.5,0.02,0.32,151,94.37880595,0.102640048,357.8299823
visMost274.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost274.png,3,3,3,64.44,5.15,6.54,3.67,0.5127,0.1457,0.7383,14.12,9.13,2,4.12,0.01,0.27,215,71.54300504,0.821592779,277.2914994
visMost575.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost575.png,3,2,2,60.23,4.12,2.91,4.29,0.2449,0.0558,0.9642,11.97,4.7,2,3.42,0.01,0.29,236,94.12063337,3.360022715,303.109783
v489_n7416_3_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v489_n7416_3_f4.png,3,3,2,64.04,5.1,5.64,9.85,0.2657,0.3214,0.763,11.86,11.39,1.99,3.3,0.11,0.31,148,67.43806871,5.914762492,330.1839278
vis499.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis499.png,3,3,3,70.73,7.45,5.4,7.98,0.313,0.3738,0.9303,8.98,10.4,1.99,3.44,0.03,0.31,174,82.7983097,3.29710895,218.1269546
vis586.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis586.png,2,2,2,47.31,1.98,3.31,5.67,0.183,0.2045,0.7546,11.51,5.97,1.99,3.86,0.11,0.3,177,73.08101238,4.259900441,276.8390642
visMost378.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost378.png,2,3,2,65.26,5.56,5.93,6.37,0.2556,0.4917,0.8495,11.63,8.79,1.99,3.96,0.03,0.3,221,73.43719524,31.09977691,88.27438391
visMost635.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost635.png,2,1,1,66.29,5.94,2.69,3.45,0.0818,0.0591,0.4839,13.79,3.73,1.98,3.98,0.11,0.3,239,47.95967307,3.002126224,223.1503515
v483_n7391_3_f5.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7391_3_f5.png,2,1,2,53.85,3.06,2.67,5.89,0.0758,0.0041,0.9305,17.29,4.96,1.97,3.8,0.02,0.3,94,93.21907521,0.084388859,323.4949508
v486_n7403_1_f8.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v486_n7403_19_f2.png,2,2,1,36.59,1.03,1.89,3.86,0.211,0.0341,0.835,17.22,2.3,1.97,3.16,0.08,0.34,116,83.00116326,0.562726008,84.96933703
visMost758.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost758.png,2,1,3,71.43,8.08,5.15,8.19,0.1583,0.1281,0.3134,11.72,10.81,1.97,3.71,0.1,0.29,247,30.51643715,5.358272366,208.0871126
wsj593.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj593.png,1,2,1,55.17,3.26,2.8,3.22,0.1936,0.1543,0.1786,16.31,3.06,1.97,2.82,0.04,0.31,389,13.77270515,7.812303105,30.52498206
wsj21.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj21.png,2,2,3,66.67,6.32,6.58,5.35,0.4853,0.0857,0.879,10.67,7.49,1.96,3.96,0.03,0.31,344,84.92475954,3.334126844,287.335184
vis278.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis278.png,1,2,1,54.02,3.19,6.27,10.69,0.3279,0.1809,0.9065,11.63,17.2,1.95,3.16,0.03,0.28,164,84.62926925,8.040138886,344.3188523
vis328.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis328.png,3,3,3,67.78,6.8,7.36,5.9,0.2763,0.2271,0.4253,12.39,12.22,1.95,3.53,0.03,0.28,167,41.27387001,7.276756989,84.64573181
vis734.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis734.png,3,2,1,73.49,9.28,4.75,3.67,0.6593,0.8656,0.3598,16.11,7.87,1.95,3.58,0.03,0.42,189,17.3305928,37.22915492,301.7796235
vis881.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis881.png,2,3,2,62.07,5,6.5,7.12,0.454,0.323,0.4071,7.35,11.12,1.95,3.82,0.1,0.34,197,35.99671588,10.89910027,66.9485179
whoL03.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoL03.png,1,1,1,35.71,1.03,2.02,8.06,0.0175,0.0174,0.931,17.21,7.29,1.95,3.48,0.02,0.31,290,92.88683381,0.740327036,243.9455835
v483_n7391_1_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7391_1_f1.png,3,3,1,58.33,4.17,5.72,4.17,0.4576,0.4636,0.7038,10.66,8.01,1.94,4.12,0.03,0.33,93,60.94273543,7.135941719,205.3444602
vis859.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis859.png,2,1,2,70.33,7.92,4.13,2.71,0.1452,0.1447,0.212,12.3,6.16,1.94,3.9,0.01,0.26,195,19.84506544,3.693991348,213.4431491
visMost451.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost451.png,3,3,2,83.33,16.48,5.45,7.96,0.0804,0.0592,0.7671,15.43,9.6,1.94,3.82,0.08,0.29,224,76.22603318,0.520012725,52.88857497
visMost468.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost468.png,2,3,3,53.01,3.12,6.66,5.92,0.2739,0.3394,0.8441,12.83,8.7,1.94,3.85,0.02,0.31,226,75.33361214,16.14425748,69.24727852
economist_daily_chart_475.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_475.png,2,2,2,64.44,6,4.11,5.43,0.5673,0.1883,0.8891,14.1,8.28,1.93,3.83,0.02,0.29,36,82.76798553,3.830757835,270.243388
v483_n7388_14_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7388_14_f3.png,2,2,1,71.11,8.65,1.37,3.93,0.0607,0.0167,0.9799,17.27,2.76,1.92,2.84,0.01,0.3,88,97.43539478,0.367329328,335.8155975
visMost92.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost92.png,2,2,1,67.03,7,2.13,4.05,0.0126,0.03,0.0816,16.41,6.78,1.92,3.54,0.02,0.32,251,7.777314557,0.754472525,71.89864452
economist_daily_chart_219.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_219.png,3,2,1,57.47,4.26,3.93,3.81,0.0517,0.0938,0.9237,17.27,6.48,1.91,4.19,0.02,0.27,14,89.20214728,7.164833124,53.02018217
v487_n7407_15_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7407_15_f3.png,2,1,2,52.44,3.26,6.56,7,0.2035,0.046,0.7936,16.12,12.25,1.91,3.39,0.02,0.25,127,80.08211642,4.478305838,133.0409366
wsj79.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj79.png,2,2,1,56.67,4.08,5.13,4.43,0.2486,0.3049,0.7854,12.83,4.44,1.91,4.1,0.06,0.3,391,70.27494225,9.087398458,64.53833795
